,SHAP_HUM_01,SHAP_TEMP_06,SHAP_OX_04,SHAP_TEMP_02,SHAP_TEMP_12,SHAP_TEMP_05,SHAP_HUM_20,SHAP_TEMP_11,SHAP_OX_02,SHAP_PM25_21,SHAP_OX_07,SHAP_TEMP_23,SHAP_TEMP_20,SHAP_OX_05,SHAP_OX_06,SHAP_TEMP_13,SHAP_PM25_01,SHAP_PM25_05,SHAP_OX_01,SHAP_TEMP_24,SHAP_TEMP_10,SHAP_WD_01,SHAP_HUM_21,SHAP_WD_02,SHAP_PM25_15,SHAP_PM25_14,SHAP_TEMP_01,SHAP_SPM_01,SHAP_PM25_04
2019-04-18 16:00:00,0.4730404607951641,-1.7209118247032165,-0.8200719654560089,-1.561445564031601,5.411022853851319,-2.731548792123795,-0.08701394936069844,5.653295302391053,0.14681647010147572,-0.6511987395584583,-0.7774847835302353,-1.3847786277532577,-1.5389275193214418,-0.2963807135820388,-0.017729608766967404,3.7104963064193726,-1.3760517716407774,0.6561322763562203,-5.305658340454102,-0.9927838742733002,-0.31050703525543216,0.09157132804393767,-0.4270477831363678,0.16096486151218414,0.044145534699782704,-0.055065574118634684,-6.006498384475708,-0.8528930336236954,0.17235029360745097
2019-04-19 13:00:00,0.08961211461573837,-2.414175823330879,-1.61820307970047,-1.4247778236865996,4.7733231544494625,-2.9821120202541347,-0.06430714782327412,5.0960044145584105,2.1917230844497686,0.5459494646638632,0.3083776980638504,-1.0198563769459725,-1.2845702946186066,-0.9413182646036148,-0.22515934631228446,3.240129053592682,-1.4100568056106568,0.9411201447248458,-8.563725471496582,-0.6222502440214157,-0.31936673223972323,0.09157132804393767,0.45697674453258513,0.16096486151218414,-0.09632511250674725,0.03398033855482936,-4.784601020812988,-0.43189920932054526,-0.12312728674151004
2019-04-19 14:00:00,0.21742156313266606,-2.123452216386795,-1.2426119744777675,-1.4744751423597333,4.6366739749908445,-2.8255099773406984,0.09464031215757127,5.28176805973053,0.9647789239883423,-0.5713889259845019,-0.5060191497206687,-1.0647699266672133,-1.334028518199921,-0.9413182646036148,-0.3288742687553168,3.302844524383545,-1.478066509962082,0.7194630026817321,-4.491142129898071,-0.6284257724881173,-0.30164749324321755,0.09157132804393767,0.014964457321912022,0.16096486151218414,-0.04013686077669261,0.39016399085521697,-4.621680736541748,-0.37175724655389786,-0.12312728674151004
2019-04-19 15:00:00,0.025707424804568314,-2.0116353780031204,-0.9139697670936586,-1.4496265143156053,4.818873262405395,-2.2930626809597014,0.026519968546926932,5.0960044145584105,-0.057674129633232964,-0.4915790446102619,-0.6869962632656097,-1.1152975544333457,-1.270439326763153,-0.4722727283835411,-0.3288742687553168,3.208771061897278,-1.5800810277462005,0.7194630026817321,-2.047590100765228,-0.6778303027153015,-0.22634038552641864,0.09157132804393767,-0.37179623916745186,0.16096486151218414,0.07223966200836,0.03398033855482936,-4.784601020812988,-0.251473231241107,0.13541562305763363
2019-04-19 16:00:00,-0.16600662656128404,-1.6314581274986266,-0.6322763919830322,-1.4744751423597333,4.6366739749908445,-2.1364605605602263,0.0038131625246023313,4.3065083026885995,-0.6711460560560225,-1.1300582230091094,-0.6869962632656097,-1.1938962660729886,-1.2775048732757568,-0.061857948824763295,0.08598521223757415,3.334202492237091,-1.2740373849868774,0.49780565351247796,-1.2330733716487887,-0.733410370349884,-0.21748082004487518,0.09157132804393767,-0.20604171752929687,0.16096486151218414,-0.04013686077669261,0.3011180505156517,-5.273359155654907,-0.43189920932054526,0.43089321106672285
2019-04-22 13:00:00,-0.16600662656128404,-2.257632401585579,-1.7590496063232426,-1.3502320259809493,3.5434757113456725,-2.4183444142341615,0.3444149062037468,3.9349807262420655,4.032138633728027,1.264238452911377,0.5798433303833008,-1.0647699266672133,-1.2563085198402404,-0.4722727283835411,0.08598521223757415,2.362110126018524,-1.7161006450653076,0.8144588336348534,-14.26534652709961,-0.7704636961221695,-0.19976144917309285,0.09157132804393767,-0.20604171752929687,0.2727919101715088,-0.06823098752647636,-0.500295090675354,-2.8295644760131835,0.10937862377613783,0.09848090000450609
2019-04-22 14:00:00,0.025707424804568314,-1.7209118247032165,-1.61820307970047,-1.1762913554906844,3.497925901412964,-2.3243829548358916,0.503362326323986,4.027862787246704,2.3962135195732115,1.264238452911377,0.036912116780877115,-1.1040691524744035,-1.3269631326198579,-1.1172102689743044,0.08598521223757415,2.4561831712722775,-1.7501055896282196,0.5294710204005242,-6.934691905975342,-0.6778303027153015,-0.18204224961809812,0.09157132804393767,-0.9795632183551788,0.16096486151218414,-0.20870165936648846,-0.500295090675354,-2.096425998210907,0.04923666606191543,0.28315438097342854
2019-04-22 15:00:00,-0.10210197232663631,-1.653821551799774,-1.3365097999572753,-1.0644724309444427,3.5890256524086,-1.791936033964157,0.6168962389230728,3.8420994520187377,0.5557976767420769,0.3863296450115741,0.036912116780877115,-1.126525957882404,-1.369356048107147,-0.9413182646036148,-0.484446459263563,2.424825394153595,-1.7841103732585908,0.371144312992692,-2.86210720539093,-0.7210592091083526,-0.15103341192007066,0.09157132804393767,-1.3663239270448686,0.16096486151218414,-0.20870165936648846,-0.500295090675354,-2.7481047153472904,-0.010905317752622032,0.20928500406444073
2019-04-22 16:00:00,-0.16600662656128404,-1.2736446171998976,-0.9609186291694641,-1.1638670951128005,3.4068259596824646,-1.9485380232334137,0.6396029949188232,3.5170127630233763,-0.46665545254945756,-0.4915790446102619,-0.9584619402885437,-1.1714394725859167,-1.3269631326198579,-0.5895341336727141,-0.3288742687553168,2.487540769577026,-1.5120714604854584,0.434474977850914,-2.047590100765228,-0.7457613974809647,-0.12002462595701217,0.09157132804393767,-1.6425816535949707,0.16096486151218414,-0.20870165936648846,-0.500295090675354,-3.236863613128662,0.16952063292264938,0.7633054852485657
2019-05-10 13:00:00,1.9428489446640014,-2.145815470814705,-1.0078675210475923,-0.7662886023521424,3.1335264325141905,-2.4183444142341615,-0.22325459644198417,3.702776622772217,1.5782509207725526,1.8229074358940125,-0.4155305474996567,-1.0535412266850472,-1.09380242228508,-0.35501136407256123,-0.17330187633633615,2.2680363059043884,-2.3281882464885713,1.131112204492092,-10.192761039733885,-0.6531280636787415,-0.1687526976689697,-1.1122038364410403,1.3410013377666474,-0.7336517333984375,0.21271032132208348,0.5682557493448257,-0.05992999039590359,-0.6123251892626286,-0.23393137715756893
